occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF100_s1_r1:ASV_9:f5c6ec8e337e84a425219e81c94ef98da876bcc8,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_BelgiumCoast_AJJBC89_20210225_20210819,SAMEA115159711,2021-02-25/2021-08-19,3259,DNA sequence reads,3621,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541385,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.64971,2.789374,BE,BelgiumCoast_AJJBC89,20.815624,20.815624,Wind farm; semi-industrial; 9.5 - Subtidal Sandy-Mud,,Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula taiwanensis,,Rhodotorula taiwanensis,species,ASV_9:f5c6ec8e337e84a425219e81c94ef98da876bcc8,NCBI:741276,ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF100_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1730:45c8ee01b00ccda575b0703d3826a1d37e7f9d00,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,4,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Nematoda;Chromadorea;Rhabditida;Strongyloididae;Strongyloides;Strongyloides ratti,,Eukaryota,domain,ASV_1730:45c8ee01b00ccda575b0703d3826a1d37e7f9d00,NCBI:34506,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1738:49c91008dba3cb739f96d821a469e5383120e08d,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,3,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Reticunassa;Reticunassa hiradoensis,,Eukaryota,domain,ASV_1738:49c91008dba3cb739f96d821a469e5383120e08d,NCBI:2175871,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1742:4b2a2ce4907c2f9f5e4c8300c67d9d411ead2916,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,7,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba pemaquidensis,urn:lsid:marinespecies.org:taxname:120552,Paramoeba,Genus,ASV_1742:4b2a2ce4907c2f9f5e4c8300c67d9d411ead2916,NCBI:180228,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1772:6eec6c974ed848e8bd4df747171561bf7e8b23e7,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,5,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Saprolegniales;Oomycota 2;Saprolegniales;Saprolegniaceae;Aphanomyces;Aphanomyces iridis,,Eukaryota,domain,ASV_1772:6eec6c974ed848e8bd4df747171561bf7e8b23e7,NCBI:601994,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1773:6f6b4480bb39e0dbce28f06cf50a4d442049bfb2,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,18,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Insecta;Hemiptera;Lygaeidae;Geocoris;Geocoris ater,urn:lsid:marinespecies.org:taxname:1065,Arthropoda,Phylum,ASV_1773:6f6b4480bb39e0dbce28f06cf50a4d442049bfb2,NCBI:1545133,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1811:8795a7a862d70e405d6117bc706790b85537d280,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,4,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila clavisetae,urn:lsid:marinespecies.org:taxname:1065,Arthropoda,Phylum,ASV_1811:8795a7a862d70e405d6117bc706790b85537d280,NCBI:48314,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1851:9d3ce406aea4f7b84d64db7f6893adfd2a487612,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,10,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Ectocarpales;Phaeophyceae 16;Ectocarpales;Chordariaceae;Myriogloea;Myriogloea simplex,,Eukaryota,domain,ASV_1851:9d3ce406aea4f7b84d64db7f6893adfd2a487612,NCBI:185804,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1856:a083348995bd55e77be5abb693bc3ada17ab1d83,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,5,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Mollusca;Bivalvia;Veneroida;Cardiidae;Parvicardium;Parvicardium exiguum,urn:lsid:marinespecies.org:taxname:139008,Parvicardium exiguum,Species,ASV_1856:a083348995bd55e77be5abb693bc3ada17ab1d83,NCBI:120448,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1865:a9b1d415f92186317b72c698e469643b1633f19e,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,10,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Cnidaria;Staurozoa;Stauromedusae;Haliclystidae;Haliclystus;Haliclystus inabai,,Eukaryota,domain,ASV_1865:a9b1d415f92186317b72c698e469643b1633f19e,NCBI:1843197,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1890:c1c97a575ddf40b4e13a7a79daedb40aefcc4683,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,2,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Porifera;Demospongiae;Suberitida;Halichondriidae;Hymeniacidon;Hymeniacidon gracilis,urn:lsid:marinespecies.org:taxname:592533,Hymeniacidon gracilis,Species,ASV_1890:c1c97a575ddf40b4e13a7a79daedb40aefcc4683,NCBI:2070866,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1940:f4679223dcb2661e3901bed8f6de8989d343482e,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,4,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia 2;Metschnikowia drosophilae,,Eukaryota,domain,ASV_1940:f4679223dcb2661e3901bed8f6de8989d343482e,NCBI:135833,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1956:0284348af7739e566a48c98434ad5f03f4218840,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,3,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;Vanderwaltozyma polyspora,,Eukaryota,domain,ASV_1956:0284348af7739e566a48c98434ad5f03f4218840,NCBI:36033,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_1959:03e626badf9e1f9d6fd62a620780d182036d3e9c,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,5,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema pseudocostatum,,Eukaryota,domain,ASV_1959:03e626badf9e1f9d6fd62a620780d182036d3e9c,NCBI:41457,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_2040:32951e1566da0d6f316605668ebe17881024561b,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,7,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila guaraja,,Eukaryota,domain,ASV_2040:32951e1566da0d6f316605668ebe17881024561b,NCBI:463105,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_2043:3530a0d0745c1a2e6e4f9ab7aee68b54b4290477,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,2,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Platyhelminthes;Monogenea;Dactylogyridea;Diplectanidae;Lamellodiscus;Lamellodiscus spari,,Eukaryota,domain,ASV_2043:3530a0d0745c1a2e6e4f9ab7aee68b54b4290477,NCBI:330065,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_2057:3be727873020b97b2b1a6c581e7b01f081e2cb98,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,2,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Tubulariidae;Ectopleura;Ectopleura viridis,,Eukaryota,domain,ASV_2057:3be727873020b97b2b1a6c581e7b01f081e2cb98,NCBI:2203277,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_2083:46813340ffbaa8d1ec4b7af97976fe288870b88e,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,3,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Ocyptamus;Ocyptamus sativus,,Eukaryota,domain,ASV_2083:46813340ffbaa8d1ec4b7af97976fe288870b88e,NCBI:1783245,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_2130:606453ddd10f1005c2cd1941dad9b7d4e2919ee6,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,2,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Platyhelminthes;Cestoda;Bothriocephalidea;Triaenophoridae;Anchistrocephalus;Anchistrocephalus microcephalus,,Eukaryota,domain,ASV_2130:606453ddd10f1005c2cd1941dad9b7d4e2919ee6,NCBI:116756,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_2184:79ca8649e18cc1b37639014cb15b8b685f9d8585,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,2,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Basidiomycota;Exobasidiomycetes;Exobasidiales;Brachybasidiaceae;Meira;Meira sp,,Eukaryota,domain,ASV_2184:79ca8649e18cc1b37639014cb15b8b685f9d8585,NCBI:517544,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_2191:7f96a9d53ca6af52e18a8464bbab59ca968fe038,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,9,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Gomphillus;Gomphillus americanus,,Eukaryota,domain,ASV_2191:7f96a9d53ca6af52e18a8464bbab59ca968fe038,NCBI:1940652,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1:ASV_2196:82ba13d68a95d1845a6e3babdde6ccec89d4b1bd,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210223_20210622,SAMEA115159739,2021-02-23/2021-06-22,5,DNA sequence reads,4651,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541413,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Ditylum;Ditylum brightwellii,,Eukaryota,domain,ASV_2196:82ba13d68a95d1845a6e3babdde6ccec89d4b1bd,NCBI:49249,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_s1_r1
