occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu246,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,4,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Kondoaceae;Kondoa;Kondoa_aeria,no match,no match,no match,Otu246
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu73,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,5,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Unknown Penicillium species 1,urn:lsid:marinespecies.org:taxname:437491,Eupenicillium,Genus,Otu73
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu567,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,4,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes,urn:lsid:marinespecies.org:taxname:437254,Sordariomycetes,Class,Otu567
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu1105,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,4,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Unknown Alternaria species 2,urn:lsid:marinespecies.org:taxname:100208,Alternaria,Genus,Otu1105
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu248,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,4,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus,urn:lsid:marinespecies.org:taxname:100211,Aspergillus,Genus,Otu248
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu1162,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,3,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Plectosphaerella;Unknown Plectosphaerella species 1,urn:lsid:marinespecies.org:taxname:437981,Plectosporium,Genus,Otu1162
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu129,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,7,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;Arthrinium,urn:lsid:marinespecies.org:taxname:146411,Arthrinium,Genus,Otu129
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu127,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,3,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaetopsis;Pyrenochaetopsis_leptospora,no match,no match,no match,Otu127
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu165,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,5,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium_sphaerospermum,urn:lsid:marinespecies.org:taxname:1415544,Cladosporium sphaerospermum,Species,Otu165
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu1003,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,6,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Unknown Pleosporales family 1,urn:lsid:marinespecies.org:taxname:146409,Pleosporales,Order,Otu1003
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu184,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,2,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi,urn:lsid:marinespecies.org:taxname:4,Fungi,Kingdom,Otu184
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu1047,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,4,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;Wickerhamomyces_onychis,no match,no match,no match,Otu1047
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu200,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,6,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma,urn:lsid:marinespecies.org:taxname:1485878,Hypocrea,Genus,Otu200
ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1:Otu1199,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH_r1,2018-09-28/2019-01-28,3,DNA sequence reads,139,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018432,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinellus;Unknown Coprinellus species 1,no match,no match,no match,Otu1199
ARMS_Crete_1HERP_20180928_20190128_PS250_ETOH_r1:Otu253,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Crete_1HERP_20180928_20190128,ARMS_Crete_1HERP_20180928_20190128_PS250_ETOH_r1,2018-09-28/2019-01-28,3,DNA sequence reads,1668,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018434,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Crete Island (http://marineregions.org/mrgid/48617),35.343153,25.136605,GR,Crete_1HERP,4.0,4.0,Marina/Harbour; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Plankton,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia_restricta,no match,no match,no match,Otu253
