occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,5,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:293496,Teleostei,Class,Otu317
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu572,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,3,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu572
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu573,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,10,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:368670,Florideophyceae,Class,Otu573
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu574,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,19,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu574
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu575,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,5,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu575
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu576,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,8,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu576
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu577,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,14,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu577
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu567,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,3,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorina;NA;NA;NA;NA,no match,no match,no match,Otu567
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu569,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,15,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu569
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu568,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,3,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;NA;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:2,Animalia,Kingdom,Otu568
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu183,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,40,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu183
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu59,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,25,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu59
