occurrenceID,measurementType,measurementUnit,measurementValue,measurementTypeID,measurementUnitID,measurementValueID
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_74:83febd6fb6149679554dc9c5aff7f95619c8e683,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_93:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_108:e539a32e48e111cdf05030e600575345aa017db0,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,NCBIScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,NCBITaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,fieldReplicateID,,no replicate,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,technicalReplicateID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,originalScientificName,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,originalTaxonRank,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_131:f2de23aadf17559f7f4ffc34117f91cdae8b3a2f,originalScientificNameConfidenceLevel,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_168:688d5e22286ab575831dfbbf494c633e58aa3e6e,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_168:688d5e22286ab575831dfbbf494c633e58aa3e6e,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_168:688d5e22286ab575831dfbbf494c633e58aa3e6e,lowerLimitFilterSize,micrometer,40,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_168:688d5e22286ab575831dfbbf494c633e58aa3e6e,sampleAccessionNumber,,SAMEA10020968,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_168:688d5e22286ab575831dfbbf494c633e58aa3e6e,NCBIID,,,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1:ASV_168:688d5e22286ab575831dfbbf494c633e58aa3e6e,NCBIScientificName,,,,,
